date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
20190317,98,64,Category 01,3,28,0,26,0,0,0,0,24
20190318,98,64,Category 01,4,24,0,24,0,0,0,0,24
20190319,98,64,Category 01,0,24,0,24,0,0,0,0,24
20190322,98,64,Category 01,0,24,0,22,0,0,0,0,24
20190323,98,64,Category 01,6,20,0,18,0,0,0,0,24
20190326,98,64,Category 01,3,15,0,15,0,0,0,0,24
20190327,98,64,Category 01,0,15,0,27,0,12,0,0,24
20190331,98,64,Category 01,0,20,0,18,0,0,0,0,24
20190403,98,64,Category 01,3,17,0,27,0,12,0,0,24
20190404,98,64,Category 01,5,14,12,24,12,0,0,0,24
20190405,98,64,Category 01,3,23,0,23,0,0,0,0,24
20190406,98,64,Category 01,9,18,0,16,0,0,0,0,24
20190408,98,64,Category 01,7,11,0,21,0,12,0,0,24
20190420,98,64,Category 01,8,21,0,19,0,0,0,0,24
20190421,98,64,Category 01,3,20,0,18,0,0,0,0,24
20190426,98,64,Category 01,7,21,0,19,0,0,0,0,24
20190430,98,64,Category 01,3,15,0,13,0,0,0,0,24
20190503,98,64,Category 01,3,23,0,23,0,0,0,0,24
20190512,98,64,Category 01,0,20,0,20,0,0,0,0,24
20190514,98,64,Category 01,0,19,0,17,0,0,0,0,24
20190516,98,64,Category 01,3,18,0,28,0,12,0,0,24
20190518,98,64,Category 01,3,15,12,27,12,0,0,0,24
20190521,98,64,Category 01,0,27,0,27,0,0,0,0,24
20190522,98,64,Category 01,0,29,0,27,0,0,0,0,24
20190526,98,64,Category 01,5,20,0,18,0,0,0,0,24
20190602,98,64,Category 01,3,17,0,27,0,12,0,0,24
20190604,98,64,Category 01,3,27,0,25,0,0,0,0,24
20190607,98,64,Category 01,7,17,0,29,0,12,0,0,24
20190608,98,64,Category 01,0,19,12,29,12,0,0,0,24
20190609,98,64,Category 01,7,24,0,24,0,0,0,0,24
20190611,98,64,Category 01,0,21,0,21,0,0,0,0,24
20190613,98,64,Category 01,0,21,0,31,0,12,0,0,24
20190614,98,64,Category 01,11,12,0,22,0,12,0,0,24
20190620,98,64,Category 01,3,39,12,37,0,0,0,0,0
20190622,98,64,Category 01,11,54,0,54,0,0,0,0,24
20190625,98,64,Category 01,3,44,0,68,0,24,0,0,24
20190626,98,64,Category 01,0,70,12,68,0,0,0,0,24
20190628,98,64,Category 01,3,56,0,56,0,0,0,0,24
20190630,98,64,Category 01,0,26,12,36,12,0,0,0,24
20190702,98,64,Category 01,6,28,0,28,0,0,0,0,24
20190703,98,64,Category 01,3,29,0,27,0,0,0,0,24
20190709,98,64,Category 01,7,20,0,32,0,12,0,0,24
20190710,98,64,Category 01,0,20,0,32,0,12,0,0,24
20190713,98,64,Category 01,0,27,0,25,0,0,0,0,0
20190714,98,64,Category 01,3,24,0,24,0,0,0,0,0
20190716,98,64,Category 01,0,26,0,24,0,0,0,0,0
20190717,98,64,Category 01,7,19,0,31,0,12,0,0,0
20190718,98,64,Category 01,0,19,0,31,0,12,0,0,0
20190721,98,64,Category 01,0,48,0,48,0,0,0,0,24
20190723,98,64,Category 01,0,48,0,46,0,0,0,0,24
20190725,98,64,Category 01,3,46,0,44,0,0,0,0,24
20190727,98,64,Category 01,6,14,0,26,0,12,0,0,24
20190730,98,64,Category 01,0,26,0,24,0,0,0,0,24
20190804,98,64,Category 01,5,19,0,17,0,0,0,0,24
20190810,98,64,Category 01,5,19,0,17,0,0,0,0,24
20190811,98,64,Category 01,5,16,0,14,0,0,0,0,24
20190812,98,64,Category 01,4,14,0,12,0,0,0,0,24
20190813,98,64,Category 01,11,5,0,15,0,12,0,0,24
20190814,98,64,Category 01,3,4,0,26,0,24,0,0,24
20190817,98,64,Category 01,5,18,36,52,36,0,0,0,24
20190819,98,64,Category 01,5,49,0,49,0,0,0,0,24
20190820,98,64,Category 01,0,51,0,73,0,24,0,0,24
20190825,98,64,Category 01,3,68,0,66,0,0,0,0,24
20190826,98,64,Category 01,4,66,0,64,0,0,0,0,24
20190828,98,64,Category 01,3,63,0,61,0,0,0,0,24
20190829,98,64,Category 01,8,57,0,55,0,0,0,0,24
20190901,98,64,Category 01,9,37,12,49,12,0,0,0,24
20190903,98,64,Category 01,0,45,0,45,0,0,0,0,24
20190904,98,64,Category 01,4,45,0,43,0,0,0,0,24
20190911,98,64,Category 01,3,38,0,38,0,0,0,0,24
20190912,98,64,Category 01,0,51,0,49,0,0,0,0,24
20190915,98,64,Category 01,5,40,0,38,0,0,0,0,24
20190918,98,64,Category 01,3,38,0,36,0,0,0,0,24
20190921,98,64,Category 01,5,32,0,32,0,0,0,0,24
20190924,98,64,Category 01,0,30,0,30,0,0,0,0,24
20190925,98,64,Category 01,0,32,0,30,0,0,0,0,24
20190928,98,64,Category 01,6,25,0,23,0,0,0,0,24
20190929,98,64,Category 01,5,20,0,20,0,0,0,0,24
20191003,98,64,Category 01,0,22,12,32,0,12,0,0,24
20191005,98,64,Category 01,9,22,0,22,0,0,0,0,24
20191006,98,64,Category 01,8,20,0,18,0,0,0,0,24
20191009,98,64,Category 01,3,17,0,27,0,0,12,0,24
20191012,98,64,Category 01,3,11,12,35,12,0,12,0,24
20191014,98,64,Category 01,0,20,0,32,0,12,0,0,24
20191015,98,64,Category 01,0,22,0,32,0,12,0,0,24
20191016,98,64,Category 01,3,33,12,31,0,0,0,0,24
20191020,98,64,Category 01,4,26,0,26,0,0,0,0,24
20191022,98,64,Category 01,3,21,0,33,0,0,12,0,24
20191023,98,64,Category 01,0,21,0,33,0,12,0,0,24
20191027,98,64,Category 01,0,26,0,24,0,0,0,0,24
20191030,98,64,Category 01,4,20,0,42,0,0,24,0,24
20191101,98,64,Category 01,8,11,0,33,0,0,24,0,24
20191102,98,64,Category 01,4,9,0,31,0,0,24,0,24
20191105,98,64,Category 01,3,19,0,29,0,12,0,0,24
20191108,98,64,Category 01,8,22,0,20,0,0,0,0,24
20191110,98,64,Category 01,8,14,0,12,0,0,0,0,24
20191111,98,64,Category 01,4,12,0,10,0,0,0,0,24
20191112,98,64,Category 01,4,10,0,44,0,0,36,0,24
20191118,98,64,Category 01,5,5,24,63,24,36,0,0,24
20191120,98,64,Category 01,4,60,36,60,0,0,0,0,24
20191124,98,64,Category 01,11,41,0,41,0,0,0,0,24
20191126,98,64,Category 01,3,0,0,0,0,0,0,0,24
20191128,98,64,Category 01,0,42,0,40,0,0,0,0,24
20191129,98,64,Category 01,6,36,0,36,0,0,0,0,24
20191203,98,64,Category 01,0,36,0,36,0,0,0,0,24
20191208,98,64,Category 01,0,21,0,43,0,0,24,0,24
20191211,98,64,Category 01,3,19,0,41,0,0,24,0,24
20191214,98,64,Category 01,5,14,0,38,0,0,24,0,24
20191218,98,64,Category 01,0,12,0,48,0,24,12,0,24
20191219,98,64,Category 01,0,14,0,60,0,24,24,0,24
20191220,98,64,Category 01,4,34,24,58,0,0,24,0,24
20191221,98,64,Category 01,0,34,0,58,0,24,0,0,24
20191223,98,64,Category 01,3,57,0,55,0,0,0,0,24
20191226,98,64,Category 01,6,53,0,51,0,0,0,0,24
20191227,98,64,Category 01,7,48,0,46,0,0,0,0,24
20191229,98,64,Category 01,3,42,0,40,0,0,0,0,24
20191230,98,64,Category 01,5,37,0,37,0,0,0,0,24
20200101,98,64,Category 01,0,38,0,36,0,0,0,0,24
20200102,98,64,Category 01,8,32,0,42,0,0,12,0,24
20200104,98,64,Category 01,9,22,0,20,0,0,0,0,24
20200108,98,64,Category 01,4,13,0,13,0,0,0,0,24
20200109,98,64,Category 01,0,13,0,13,0,0,0,0,24
20200110,98,64,Category 01,0,15,0,25,0,0,12,0,24
20200113,98,64,Category 01,8,0,0,0,0,0,0,0,24
20200117,98,64,Category 01,0,12,12,36,0,0,24,0,24
20200120,98,64,Category 01,0,3,0,27,0,24,0,0,24
20200121,98,64,Category 01,0,5,0,27,0,24,0,0,24
20200122,98,64,Category 01,3,26,24,26,0,0,0,0,24
20200123,98,64,Category 01,0,26,0,26,0,0,0,0,24
20200124,98,64,Category 01,6,22,0,22,0,0,0,0,24
20200127,98,64,Category 01,0,20,0,32,0,0,12,0,24
20200130,98,64,Category 01,0,18,0,30,0,12,0,0,24
20200201,98,64,Category 01,0,26,12,24,0,0,0,0,24
20200202,98,64,Category 01,7,19,0,31,0,0,12,0,24
20200203,98,64,Category 01,0,19,0,19,0,0,0,0,24
20200206,98,64,Category 01,0,16,0,26,0,0,12,0,24
20200208,98,64,Category 01,3,15,0,25,0,12,0,0,24
20200212,98,64,Category 01,3,21,0,43,0,0,24,0,24
20200213,98,64,Category 01,4,19,0,41,0,0,24,0,24
20200216,98,64,Category 01,6,0,24,24,24,0,0,0,24
20200218,98,64,Category 01,0,24,0,24,0,0,0,0,24
20200220,98,64,Category 01,3,24,0,34,0,12,0,0,24
20200221,98,64,Category 01,4,33,12,31,0,0,0,0,24
20200223,98,64,Category 01,4,25,0,25,0,0,0,0,24
20200224,98,64,Category 01,3,26,0,24,0,0,0,0,24
20200227,98,64,Category 01,5,23,0,33,0,12,0,0,24
20200229,98,64,Category 01,3,34,0,32,0,0,0,0,24
20200301,98,64,Category 01,3,33,0,31,0,0,0,0,24
20200303,98,64,Category 01,9,26,0,24,0,0,0,0,24
20200308,98,64,Category 01,4,28,0,26,0,0,0,0,24
20200311,98,64,Category 01,10,17,0,87,0,72,0,0,24
20200313,98,64,Category 01,74,-2,72,-2,0,0,0,0,24
20200316,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200320,98,64,Category 01,0,2,0,24,0,24,0,0,24
20200322,98,64,Category 01,26,0,0,0,0,0,0,0,24
20200323,98,64,Category 01,0,2,0,24,0,24,0,0,24
20200327,98,64,Category 01,3,0,0,0,0,0,0,0,24
20200330,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200402,98,64,Category 01,0,26,24,24,0,0,0,0,24
20200403,98,64,Category 01,25,1,0,1,0,0,0,0,24
20200404,98,64,Category 01,3,0,0,0,0,0,0,0,24
20200405,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200407,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200408,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200418,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200419,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200420,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200421,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200422,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200423,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200424,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200426,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200427,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200429,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200501,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200502,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200503,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200504,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200508,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200511,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200515,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200516,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200517,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200518,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200519,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200522,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200525,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200527,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200528,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200529,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200530,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200531,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200602,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200603,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200604,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200606,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200609,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200610,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200613,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200621,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200626,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200702,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200703,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200704,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200706,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200707,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200710,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200716,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200719,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200724,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200725,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200726,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200727,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200729,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200802,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200804,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200805,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200807,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200808,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200811,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200812,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200815,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200817,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200818,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200819,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200822,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200825,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200826,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200829,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200830,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200901,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200906,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200911,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200919,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200920,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200923,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200925,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200929,98,64,Category 01,0,0,0,0,0,0,0,0,24
20200930,98,64,Category 01,0,0,0,24,0,0,24,0,24
20201001,98,64,Category 01,0,0,0,24,0,0,24,0,24
20201002,98,64,Category 01,0,0,0,24,0,0,24,0,24
20201003,98,64,Category 01,0,0,0,24,0,0,24,0,24
20201005,98,64,Category 01,0,0,0,24,0,0,24,0,24
20201006,98,64,Category 01,0,0,0,0,0,0,0,0,24
20201009,98,64,Category 01,0,0,0,0,0,0,0,0,24
20201013,98,64,Category 01,0,0,0,36,0,0,36,0,24
20201015,98,64,Category 01,0,0,0,48,0,0,48,0,24
20201016,98,64,Category 01,0,0,0,48,0,36,12,0,24
20201019,98,64,Category 01,0,38,0,48,0,0,12,0,24
20201020,98,64,Category 01,4,34,0,46,0,0,12,0,24
20201021,98,64,Category 01,0,36,0,58,0,12,12,0,24
20201022,98,64,Category 01,3,35,0,57,0,12,12,0,24
20201024,98,64,Category 01,4,2,0,0,0,0,0,0,24
20201025,98,64,Category 01,3,42,0,54,0,0,12,0,24
20201029,98,64,Category 01,0,40,0,50,0,12,0,0,24
20201031,98,64,Category 01,5,35,12,47,12,0,0,0,24
20201104,98,64,Category 01,0,46,0,46,0,0,0,0,24
20201105,98,64,Category 01,4,46,0,44,0,0,0,0,24
20201107,98,64,Category 01,13,33,0,31,0,0,0,0,24
20201108,98,64,Category 01,3,30,0,30,0,0,0,0,24
20201109,98,64,Category 01,0,30,0,30,0,0,0,0,24
20201110,98,64,Category 01,0,32,0,30,0,0,0,0,24
20201113,98,64,Category 01,5,23,0,21,0,0,0,0,24
20201114,98,64,Category 01,6,19,0,17,0,0,0,0,24
20201118,98,64,Category 01,6,7,12,29,12,0,12,0,24
20201120,98,64,Category 01,8,10,0,22,0,0,12,0,24
20201123,98,64,Category 01,5,1,0,49,0,12,36,0,24
20201124,98,64,Category 01,0,1,0,61,0,24,36,0,24
20201128,98,64,Category 01,0,23,0,45,0,0,24,0,24
20201130,98,64,Category 01,10,15,0,13,0,0,0,0,24
20201203,98,64,Category 01,4,1,12,49,12,0,36,0,24
20201204,98,64,Category 01,0,13,0,49,0,0,36,0,24
20201215,98,64,Category 01,0,0,0,0,0,0,0,0,24
20201218,98,64,Category 01,0,0,0,36,0,0,36,0,24
20201220,98,64,Category 01,0,0,0,0,0,0,0,0,24
20201221,98,64,Category 01,0,0,0,24,0,24,0,0,24
20201224,98,64,Category 01,0,24,0,36,0,0,12,0,24
20201225,98,64,Category 01,0,26,0,36,0,0,12,0,24
20210101,98,64,Category 01,13,16,0,28,0,12,0,0,24
20210104,98,64,Category 01,0,2,0,0,0,0,0,0,24
20210105,98,64,Category 01,8,3,0,15,0,0,12,0,24
20210106,98,64,Category 01,0,3,0,27,0,0,24,0,24
20210107,98,64,Category 01,0,5,24,27,24,0,0,0,24
20210108,98,64,Category 01,5,24,0,48,0,24,0,0,24
20210110,98,64,Category 01,0,26,0,24,0,0,0,0,24
20210112,98,64,Category 01,6,22,0,20,0,0,0,0,24
20210113,98,64,Category 01,8,14,0,38,0,0,24,0,24
20210114,98,64,Category 01,0,14,0,38,0,0,24,0,24
20210115,98,64,Category 01,0,16,0,38,0,0,24,0,24
20210116,98,64,Category 01,4,12,0,36,0,0,24,0,24
20210122,98,64,Category 01,0,29,0,39,0,0,12,0,24
20210130,98,64,Category 01,11,9,0,9,0,0,0,0,24
20210201,98,64,Category 01,0,8,0,44,0,24,12,0,24
20210202,98,64,Category 01,0,8,0,32,0,24,0,0,24
20210204,98,64,Category 01,0,30,0,40,0,0,12,0,24
20210207,98,64,Category 01,13,0,0,0,0,0,0,0,24
20210208,98,64,Category 01,0,15,0,39,0,0,24,0,24
20210209,98,64,Category 01,0,17,0,63,0,24,24,0,24
20210210,98,64,Category 01,3,40,24,62,0,0,24,0,24
20210211,98,64,Category 01,3,37,0,49,0,0,12,0,24
20210212,98,64,Category 01,10,29,0,41,0,0,12,0,24
20210213,98,64,Category 01,0,29,0,41,0,0,12,0,24
20210214,98,64,Category 01,0,29,0,53,0,0,24,0,24
20210215,98,64,Category 01,0,31,0,53,0,0,24,0,24
20210216,98,64,Category 01,3,28,0,40,0,0,12,0,24
20210217,98,64,Category 01,0,28,0,52,0,0,24,0,24
20210218,98,64,Category 01,0,30,0,52,0,0,24,0,24
20210219,98,64,Category 01,4,28,0,52,0,0,24,0,24
20210220,98,64,Category 01,0,28,12,38,12,0,0,0,24
20210221,98,64,Category 01,3,37,0,37,0,0,0,0,24
20210222,98,64,Category 01,5,68,0,68,0,0,0,0,24
20210223,98,64,Category 01,0,70,0,68,0,0,0,0,24
20210224,98,64,Category 01,3,36,0,34,0,0,0,0,24
20210225,98,64,Category 01,8,35,0,33,0,0,0,0,24
20210226,98,64,Category 01,9,29,0,27,0,0,0,0,24
20210227,98,64,Category 01,8,16,0,26,0,0,12,0,0
20210228,98,64,Category 01,4,14,0,26,0,0,12,0,0
20210301,98,64,Category 01,0,12,0,12,0,0,0,0,0
20210302,98,64,Category 01,0,14,0,36,0,0,24,0,0
20210303,98,64,Category 01,4,10,0,46,0,0,36,0,0
20210304,98,64,Category 01,0,10,0,46,0,0,36,0,0
20210305,98,64,Category 01,0,10,0,46,0,12,24,0,0
20210306,98,64,Category 01,0,12,12,58,12,0,36,0,24
20210307,98,64,Category 01,4,10,0,58,12,0,36,0,24
20210308,98,64,Category 01,3,19,0,67,0,0,48,0,24
20210309,98,64,Category 01,0,19,0,67,0,0,48,0,24
20210310,98,64,Category 01,0,19,24,79,24,0,36,0,24
20210311,98,64,Category 01,0,43,0,79,0,0,36,0,24
20210312,98,64,Category 01,4,43,0,79,0,0,36,0,24
20210313,98,64,Category 01,0,43,0,65,0,0,24,0,24
20210314,98,64,Category 01,5,38,0,50,0,0,12,0,24
20210315,98,64,Category 01,0,38,0,62,0,0,24,0,24
20210316,98,64,Category 01,0,40,0,62,0,0,24,0,24
20210317,98,64,Category 01,3,40,0,50,0,0,12,0,24
20210318,98,64,Category 01,7,34,0,44,0,0,12,0,24
20210319,98,64,Category 01,6,34,0,44,0,0,12,0,24
20210320,98,64,Category 01,4,28,12,52,0,12,12,0,24
20210321,98,64,Category 01,0,26,0,38,12,0,0,0,24
20210322,98,64,Category 01,0,40,0,38,0,0,0,0,24
20210323,98,64,Category 01,3,40,0,38,0,0,0,0,24
20210324,98,64,Category 01,5,34,0,34,0,0,0,0,24
20210325,98,64,Category 01,0,34,0,34,0,0,0,0,24
20210326,98,64,Category 01,0,36,0,34,0,0,0,0,24
20210327,98,64,Category 01,3,35,0,33,0,0,0,0,24
20210328,98,64,Category 01,6,33,0,33,0,0,0,0,24
20210329,98,64,Category 01,0,29,0,41,0,0,12,0,24
20210330,98,64,Category 01,0,31,0,41,0,0,12,0,24
20210331,98,64,Category 01,5,28,0,50,0,24,0,0,24
20210401,98,64,Category 01,6,48,24,46,0,0,0,0,24
20210402,98,64,Category 01,4,44,0,56,0,0,12,0,24
20210403,98,64,Category 01,4,44,0,54,0,0,12,0,24
20210404,98,64,Category 01,5,44,0,54,0,0,12,0,24
20210405,98,64,Category 01,5,38,0,48,0,0,12,0,24
20210406,98,64,Category 01,3,37,0,47,0,0,12,0,24
20210407,98,64,Category 01,6,37,0,47,0,0,12,0,24
20210408,98,64,Category 01,4,31,0,41,0,0,12,0,24
20210409,98,64,Category 01,5,31,0,41,0,0,12,0,24
20210410,98,64,Category 01,9,21,0,19,0,0,0,0,24
20210411,98,64,Category 01,6,19,0,19,0,0,0,0,24
20210412,98,64,Category 01,0,15,0,15,0,0,0,0,24
20210413,98,64,Category 01,0,15,0,27,0,0,12,0,24
20210414,98,64,Category 01,0,15,0,15,0,0,0,0,24
20210415,98,64,Category 01,0,17,0,27,0,12,0,0,24
20210416,98,64,Category 01,9,17,12,27,0,12,0,0,24
20210417,98,64,Category 01,4,6,0,18,12,0,0,0,24
20210418,98,64,Category 01,0,6,0,18,12,0,0,0,24
20210419,98,64,Category 01,0,20,0,18,0,0,0,0,24
20210420,98,64,Category 01,5,15,0,15,0,0,0,0,24
20210421,98,64,Category 01,0,17,0,15,0,0,0,0,24
20210422,98,64,Category 01,8,9,0,33,0,24,0,0,24
20210423,98,64,Category 01,0,35,24,33,0,0,0,0,0
20210424,98,64,Category 01,4,31,0,31,0,0,0,0,24
20210425,98,64,Category 01,6,27,0,27,0,0,0,0,24
20210426,98,64,Category 01,0,29,0,39,0,12,0,0,24
20210427,98,64,Category 01,8,23,0,33,0,12,0,0,24
20210428,98,64,Category 01,6,31,0,29,0,0,0,0,24
20210429,98,64,Category 01,8,23,0,23,0,0,0,0,24
20190101,164,76,Category 05,0,5,0,9,0,0,4,0,8
20190103,164,76,Category 05,0,6,1,10,1,0,4,0,8
20190107,164,76,Category 05,2,4,3,7,3,0,0,0,8
20190110,164,76,Category 05,2,3,2,9,2,0,4,0,8
20190113,164,76,Category 05,0,3,0,9,0,0,6,0,8
20190114,164,76,Category 05,0,3,4,13,4,4,2,0,8
20190116,164,76,Category 05,0,7,0,10,0,0,3,0,8
20190117,164,76,Category 05,0,8,0,9,0,0,2,0,8
20190119,164,76,Category 05,3,5,0,10,0,0,6,0,8
20190125,164,76,Category 05,2,1,0,6,0,0,5,0,8
20190128,164,76,Category 05,0,1,0,12,0,0,11,0,8
20190129,164,76,Category 05,0,1,0,8,0,0,7,0,8
20190130,164,76,Category 05,0,1,0,10,0,0,9,0,8
20190131,164,76,Category 05,0,1,0,10,0,7,2,0,8
20190202,164,76,Category 05,0,10,0,10,0,1,0,0,8
20190204,164,76,Category 05,2,6,0,6,0,0,0,0,8
20190207,164,76,Category 05,0,6,0,12,0,0,6,0,8
20190209,164,76,Category 05,0,6,0,10,0,0,5,0,8
20190212,164,76,Category 05,2,2,0,2,0,0,0,0,8
20190214,164,76,Category 05,0,1,0,10,0,0,9,0,8
20190215,164,76,Category 05,0,1,0,10,0,0,9,0,8
20190217,164,76,Category 05,0,1,0,12,0,0,11,0,8
20190220,164,76,Category 05,0,2,0,10,8,0,1,0,8
20190301,164,76,Category 05,2,2,0,9,0,0,7,0,8
20190305,164,76,Category 05,0,1,2,5,2,0,2,0,8
20190311,164,76,Category 05,0,1,2,10,2,0,7,0,8
20190317,164,76,Category 05,0,9,0,9,0,0,0,0,8
20190321,164,76,Category 05,2,7,0,9,0,0,3,0,8
20190322,164,76,Category 05,4,3,0,6,0,0,3,0,8
20190326,164,76,Category 05,0,1,0,9,5,0,3,0,8
20190330,164,76,Category 05,0,4,0,14,2,2,6,0,8
20190331,164,76,Category 05,0,4,0,11,2,0,5,0,8
20190404,164,76,Category 05,0,7,6,12,6,0,0,0,8
20190407,164,76,Category 05,3,8,0,10,0,0,2,0,8
20190409,164,76,Category 05,0,8,0,10,0,3,0,0,8
20190410,164,76,Category 05,2,6,3,9,3,0,0,0,8
20190411,164,76,Category 05,0,9,0,11,0,0,2,0,8
20190412,164,76,Category 05,0,10,0,11,0,0,2,0,8
20190414,164,76,Category 05,3,7,0,7,0,0,1,0,8
20190415,164,76,Category 05,2,4,0,5,0,0,1,0,8
20190418,164,76,Category 05,0,8,0,10,0,0,3,0,8
20190419,164,76,Category 05,3,0,0,0,0,0,0,0,8
20190423,164,76,Category 05,0,8,0,16,0,5,4,0,8
20190425,164,76,Category 05,2,6,0,5,0,0,0,0,8
20190427,164,76,Category 05,3,1,0,5,0,0,4,0,8
20190504,164,76,Category 05,0,2,0,15,3,3,8,0,8
20190509,164,76,Category 05,2,11,0,21,0,9,1,0,8
20190516,164,76,Category 05,0,10,0,10,0,0,0,0,8
20190523,164,76,Category 05,0,5,8,15,8,0,3,0,8
20190525,164,76,Category 05,2,10,0,10,0,0,0,0,8
20190527,164,76,Category 05,0,10,0,10,0,0,1,0,8
20190528,164,76,Category 05,2,9,1,11,1,0,2,0,8
20190530,164,76,Category 05,2,8,0,13,0,0,5,0,8
20190602,164,76,Category 05,3,5,4,12,4,0,3,0,8
20190606,164,76,Category 05,0,8,0,10,0,2,0,0,8
20190607,164,76,Category 05,0,9,2,14,2,0,4,0,8
20190608,164,76,Category 05,2,9,0,10,0,0,1,0,8
20190612,164,76,Category 05,0,8,0,12,1,0,3,0,8
20190613,164,76,Category 05,0,9,0,10,0,0,1,0,8
20190616,164,76,Category 05,0,8,0,10,0,0,3,0,0
20190620,164,76,Category 05,2,8,0,13,0,2,3,0,0
20190623,164,76,Category 05,0,7,0,11,0,0,5,0,8
20190624,164,76,Category 05,2,5,3,9,3,0,1,0,8
20190627,164,76,Category 05,0,8,1,10,1,1,0,0,8
20190629,164,76,Category 05,2,9,0,10,0,0,1,0,8
20190702,164,76,Category 05,0,8,1,10,1,0,1,0,8
20190703,164,76,Category 05,0,8,0,11,1,1,1,0,8
20190708,164,76,Category 05,2,2,0,7,0,2,3,0,8
20190709,164,76,Category 05,0,2,2,9,2,0,5,0,8
20190711,164,76,Category 05,0,4,0,11,0,0,7,0,8
20190714,164,76,Category 05,2,7,0,16,0,4,5,0,0
